<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDKZT,30,02/15/20,01:00:00,376.4600000,376.4600000,376.4600000,376.4600000,3
USDKZT,30,02/15/20,02:00:00,376.4600000,376.4600000,376.4600000,376.4600000,3
USDKZT,30,02/15/20,02:30:00,376.4600000,376.4600000,376.4600000,376.4600000,1
USDKZT,30,02/16/20,20:30:00,376.4600000,376.4600000,376.4600000,376.4600000,1
USDKZT,30,02/16/20,21:30:00,376.4600000,376.4600000,376.4600000,376.4600000,1
USDKZT,30,02/17/20,01:30:00,376.4600000,376.4600000,376.4600000,376.4600000,1
USDKZT,30,02/17/20,06:00:00,376.3600000,376.3600000,376.3600000,376.3600000,1
USDKZT,30,02/17/20,07:30:00,376.1600000,376.6600000,376.1600000,376.6600000,5
USDKZT,30,02/17/20,08:00:00,376.7600000,376.9600000,376.6600000,376.6600000,7
USDKZT,30,02/17/20,08:30:00,376.6100000,376.8600000,376.5600000,376.7600000,8
USDKZT,30,02/17/20,09:30:00,376.7900000,376.7900000,376.7900000,376.7900000,1
USDKZT,30,02/17/20,10:00:00,376.7600000,376.7600000,376.7600000,376.7600000,1
USDKZT,30,02/17/20,11:00:00,376.7100000,376.7100000,376.6600000,376.6600000,2
USDKZT,30,02/17/20,11:30:00,376.7100000,376.8600000,376.7100000,376.8100000,4
USDKZT,30,02/17/20,12:30:00,376.8600000,376.8600000,376.8600000,376.8600000,1
USDKZT,30,02/17/20,13:00:00,376.7600000,376.7600000,376.7600000,376.7600000,1
USDKZT,30,02/17/20,19:00:00,376.7600000,376.7600000,376.7600000,376.7600000,1
USDKZT,30,02/17/20,22:00:00,376.7600000,376.7600000,376.7600000,376.7600000,3
USDKZT,30,02/18/20,01:00:00,376.7600000,376.7600000,376.7600000,376.7600000,1
USDKZT,30,02/18/20,01:30:00,376.7600000,376.7600000,376.7600000,376.7600000,1
USDKZT,30,02/18/20,03:30:00,376.7600000,376.7600000,376.7600000,376.7600000,1
USDKZT,30,02/18/20,06:00:00,376.8600000,376.8600000,376.8600000,376.8600000,1
USDKZT,30,02/18/20,07:00:00,376.8600000,376.8600000,376.8600000,376.8600000,1
USDKZT,30,02/18/20,07:30:00,376.6600000,376.9600000,376.6600000,376.9600000,6
USDKZT,30,02/18/20,08:00:00,376.9100000,376.9100000,376.4600000,376.6100000,11
USDKZT,30,02/18/20,08:30:00,376.5600000,376.5600000,376.4600000,376.5100000,4
USDKZT,30,02/18/20,09:00:00,376.5100000,376.5600000,376.5100000,376.5600000,3
USDKZT,30,02/18/20,10:00:00,376.6100000,376.7100000,376.6100000,376.7100000,3
USDKZT,30,02/18/20,10:30:00,376.7600000,377.0600000,376.7600000,376.9100000,8
USDKZT,30,02/18/20,11:00:00,376.9600000,377.1100000,376.9600000,377.1100000,6
USDKZT,30,02/18/20,11:30:00,377.0800000,377.0800000,377.0600000,377.0600000,2
USDKZT,30,02/18/20,12:00:00,377.0900000,377.1100000,377.0900000,377.1100000,2
USDKZT,30,02/18/20,12:30:00,377.2100000,377.4600000,377.2100000,377.4600000,4
USDKZT,30,02/18/20,13:00:00,377.4100000,377.4400000,377.3600000,377.3600000,3
USDKZT,30,02/18/20,13:30:00,377.4100000,377.4100000,377.4100000,377.4100000,1
USDKZT,30,02/18/20,14:30:00,376.4700000,377.4100000,376.4700000,377.4100000,6
USDKZT,30,02/18/20,17:30:00,377.4100000,377.4100000,377.4100000,377.4100000,2
USDKZT,30,02/18/20,18:00:00,377.4100000,377.4100000,377.4100000,377.4100000,1
USDKZT,30,02/18/20,18:30:00,377.4100000,377.4100000,377.4100000,377.4100000,4
USDKZT,30,02/18/20,19:30:00,377.4100000,377.4100000,377.4100000,377.4100000,2
USDKZT,30,02/18/20,20:30:00,377.4100000,377.4100000,377.4100000,377.4100000,1
USDKZT,30,02/18/20,22:30:00,377.4100000,377.4100000,377.4100000,377.4100000,1
USDKZT,30,02/18/20,23:30:00,377.4100000,377.4100000,377.4100000,377.4100000,1
USDKZT,30,02/19/20,00:30:00,377.4100000,377.4100000,377.4100000,377.4100000,3
USDKZT,30,02/19/20,03:30:00,377.4100000,377.4100000,377.4100000,377.4100000,1
USDKZT,30,02/19/20,04:30:00,377.4100000,377.4100000,377.4100000,377.4100000,1
USDKZT,30,02/19/20,06:00:00,377.8600000,377.8600000,377.3600000,377.3600000,2
USDKZT,30,02/19/20,06:30:00,377.3600000,377.3600000,377.3600000,377.3600000,1
USDKZT,30,02/19/20,07:00:00,377.3600000,377.3600000,377.3600000,377.3600000,1
USDKZT,30,02/19/20,07:30:00,376.8600000,377.4100000,376.8600000,377.2100000,7
USDKZT,30,02/19/20,08:00:00,377.2600000,377.4600000,377.2600000,377.4600000,3
USDKZT,30,02/19/20,08:30:00,377.4600000,377.4600000,377.4600000,377.4600000,1
USDKZT,30,02/19/20,09:00:00,377.5100000,377.5600000,377.5100000,377.5600000,2
USDKZT,30,02/19/20,09:30:00,377.6100000,377.6100000,377.4600000,377.4600000,3
USDKZT,30,02/19/20,10:30:00,377.4100000,377.4100000,377.3100000,377.3100000,3
USDKZT,30,02/19/20,11:00:00,377.2100000,377.2600000,377.1600000,377.2600000,3
USDKZT,30,02/19/20,11:30:00,377.2100000,377.2600000,377.1600000,377.2100000,5
USDKZT,30,02/19/20,12:00:00,377.1600000,377.1600000,377.0100000,377.0100000,3
USDKZT,30,02/19/20,12:30:00,376.9600000,376.9600000,376.7100000,376.7600000,4
USDKZT,30,02/19/20,14:00:00,376.7100000,376.7100000,376.6100000,376.6100000,2
USDKZT,30,02/19/20,14:30:00,375.6700000,376.6100000,375.6700000,376.6100000,2
USDKZT,30,02/19/20,16:30:00,376.6100000,376.6100000,376.6100000,376.6100000,3
USDKZT,30,02/19/20,19:00:00,376.6100000,376.6100000,376.6100000,376.6100000,3
USDKZT,30,02/19/20,20:00:00,376.6100000,376.6100000,376.6100000,376.6100000,2
USDKZT,30,02/19/20,21:00:00,376.6100000,376.6100000,376.6100000,376.6100000,1
USDKZT,30,02/20/20,00:30:00,376.6100000,376.6100000,376.6100000,376.6100000,1
USDKZT,30,02/20/20,01:30:00,376.6100000,376.6100000,376.6100000,376.6100000,2
USDKZT,30,02/20/20,03:00:00,376.6100000,376.6100000,376.6100000,376.6100000,1
USDKZT,30,02/20/20,04:00:00,376.6100000,376.6100000,376.6100000,376.6100000,1
USDKZT,30,02/20/20,05:00:00,376.6100000,376.6100000,376.6100000,376.6100000,1
USDKZT,30,02/20/20,06:00:00,376.8600000,376.8600000,376.8600000,376.8600000,1
USDKZT,30,02/20/20,07:00:00,376.8600000,376.8600000,376.8600000,376.8600000,1
USDKZT,30,02/20/20,07:30:00,376.8600000,376.8600000,376.1100000,376.1100000,8
USDKZT,30,02/20/20,08:00:00,375.8600000,375.9600000,375.6600000,375.8600000,19
USDKZT,30,02/20/20,08:30:00,375.7100000,375.7600000,375.7100000,375.7600000,2
USDKZT,30,02/20/20,09:00:00,375.8100000,375.8100000,375.8100000,375.8100000,1
USDKZT,30,02/20/20,09:30:00,375.8600000,375.9100000,375.8100000,375.9100000,4
USDKZT,30,02/20/20,10:00:00,376.0600000,376.0600000,376.0100000,376.0600000,3
USDKZT,30,02/20/20,10:30:00,376.1600000,376.2100000,376.1600000,376.2100000,2
USDKZT,30,02/20/20,11:00:00,376.1100000,376.1100000,376.0400000,376.0400000,3
USDKZT,30,02/20/20,11:30:00,376.1600000,376.1600000,376.0600000,376.0600000,2
USDKZT,30,02/20/20,12:00:00,376.1100000,376.1600000,376.0600000,376.1100000,6
USDKZT,30,02/20/20,12:30:00,376.1600000,376.1600000,376.1100000,376.1100000,2
USDKZT,30,02/20/20,13:00:00,376.1600000,376.1600000,376.1600000,376.1600000,1
USDKZT,30,02/20/20,13:30:00,376.1100000,376.1100000,375.9600000,375.9600000,3
USDKZT,30,02/20/20,14:00:00,375.9100000,375.9600000,375.8100000,375.8100000,5
USDKZT,30,02/20/20,14:30:00,374.8700000,375.8100000,374.8700000,375.8100000,2
USDKZT,30,02/20/20,17:00:00,375.8100000,375.8100000,375.8100000,375.8100000,1
USDKZT,30,02/20/20,18:00:00,375.8100000,375.8100000,375.8100000,375.8100000,1
USDKZT,30,02/20/20,19:30:00,375.8100000,375.8100000,375.8100000,375.8100000,2
USDKZT,30,02/20/20,21:00:00,375.8100000,375.8100000,375.8100000,375.8100000,2
USDKZT,30,02/20/20,21:30:00,375.8100000,375.8100000,375.8100000,375.8100000,1
USDKZT,30,02/21/20,00:00:00,375.8100000,375.8100000,375.8100000,375.8100000,2
USDKZT,30,02/21/20,01:00:00,375.8100000,375.8100000,375.8100000,375.8100000,1
