<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
USDKZT,60,02/15/20,01:00:00,376.4600000,376.4600000,376.4600000,376.4600000,3
USDKZT,60,02/15/20,02:00:00,376.4600000,376.4600000,376.4600000,376.4600000,3
USDKZT,60,02/15/20,03:00:00,376.4600000,376.4600000,376.4600000,376.4600000,1
USDKZT,60,02/16/20,21:00:00,376.4600000,376.4600000,376.4600000,376.4600000,1
USDKZT,60,02/16/20,22:00:00,376.4600000,376.4600000,376.4600000,376.4600000,1
USDKZT,60,02/17/20,02:00:00,376.4600000,376.4600000,376.4600000,376.4600000,1
USDKZT,60,02/17/20,06:00:00,376.3600000,376.3600000,376.3600000,376.3600000,1
USDKZT,60,02/17/20,08:00:00,376.1600000,376.9600000,376.1600000,376.6600000,12
USDKZT,60,02/17/20,09:00:00,376.6100000,376.8600000,376.5600000,376.7600000,8
USDKZT,60,02/17/20,10:00:00,376.7900000,376.7900000,376.7600000,376.7600000,2
USDKZT,60,02/17/20,11:00:00,376.7100000,376.7100000,376.6600000,376.6600000,2
USDKZT,60,02/17/20,12:00:00,376.7100000,376.8600000,376.7100000,376.8100000,4
USDKZT,60,02/17/20,13:00:00,376.8600000,376.8600000,376.7600000,376.7600000,2
USDKZT,60,02/17/20,19:00:00,376.7600000,376.7600000,376.7600000,376.7600000,1
USDKZT,60,02/17/20,22:00:00,376.7600000,376.7600000,376.7600000,376.7600000,3
USDKZT,60,02/18/20,01:00:00,376.7600000,376.7600000,376.7600000,376.7600000,1
USDKZT,60,02/18/20,02:00:00,376.7600000,376.7600000,376.7600000,376.7600000,1
USDKZT,60,02/18/20,04:00:00,376.7600000,376.7600000,376.7600000,376.7600000,1
USDKZT,60,02/18/20,06:00:00,376.8600000,376.8600000,376.8600000,376.8600000,1
USDKZT,60,02/18/20,07:00:00,376.8600000,376.8600000,376.8600000,376.8600000,1
USDKZT,60,02/18/20,08:00:00,376.6600000,376.9600000,376.4600000,376.6100000,17
